global_idx,phase,episode_idx,episode_return,avg_reward,steps,n_train_updates,q_loss_mean,pi_loss_mean,kl_mean,kl_mu_mean,kl_sigma_mean,eta_mean,buffer_size,in_exploration
0,warmup,0,482.88158450675263,0.9358170242378927,516,0,nan,nan,nan,nan,nan,nan,0,False
1,warmup,1,417.4683372629012,0.8090471652381805,516,0,nan,nan,nan,nan,nan,nan,0,False
2,warmup,2,278.9958891702076,0.5406897076942008,516,0,nan,nan,nan,nan,nan,nan,0,False
3,warmup,3,421.6774209321472,0.8172043041320682,516,0,nan,nan,nan,nan,nan,nan,0,False
4,warmup,4,449.9159926589123,0.8719302183312253,516,0,nan,nan,nan,nan,nan,nan,0,False
5,train,0,-1168.324770445598,-2.2641952915612364,516,516,35.05627805918686,-0.1738177824029049,-0.11676271428722282,0.0023314873365017086,-0.119094201674064,3.1322813653206643,3096,True
6,train,1,-1219.9527538479992,-2.364249522961239,516,516,69.10021106217259,-0.24265428283071333,-0.06408477912823013,0.009586903258035493,-0.07367168233347263,4.765337928783062,3612,True
7,train,2,-954.7626050188125,-1.8503151260054505,516,516,140.4282695932906,-0.3038930891789207,0.0005165306804340708,0.019164389788079286,-0.018647859124340433,5.798292842946311,4128,True
8,train,3,-888.12073906566,-1.7211642229954651,516,516,262.061962024186,-0.341737682447415,0.03491785801051892,0.01972248565131264,0.015195372422151772,4.666754664376724,4644,True
9,train,4,-858.1473631604241,-1.6630762851946204,516,516,474.17327874945113,-0.38236162557389386,0.03539649684473064,0.017951789654993503,0.017444707204176242,3.6686309867127,5160,True
10,train,5,-796.1012791288218,-1.5428319362961664,516,516,724.2843879581421,-0.4202256232153538,0.029619234245876935,0.01480947717908741,0.014809757063179746,2.9957084369289784,5676,True
11,train,6,-824.6328982902343,-1.598125771880299,516,516,795.1094454979711,-0.44883805380542147,0.022544534136938264,0.011272087967557501,0.011272446171185651,2.4714616999145624,6192,True
12,train,7,-785.9626339503284,-1.5231833991285433,516,516,1077.1377972151881,-0.4648585258297218,0.013498849436720155,0.006749304078696223,0.006749545358023931,2.1093591377716656,6708,True
13,train,8,-773.6361297261836,-1.4992948250507434,516,516,1220.4385794706122,-0.4737279717774354,0.010765503041532844,0.005382401427856913,0.005383101615029596,2.08784549365672,7224,True
14,train,9,-804.6276614835579,-1.5593559331076703,516,516,1429.641996516738,-0.475331311655599,0.018585783055831872,0.009292563624759458,0.009293219431072416,2.123618541761886,7740,True
15,train,10,-649.4040630080282,-1.258535005829512,516,516,1668.6118104919906,-0.4828367575772049,0.017224795754471896,0.008612044003535813,0.00861275175274097,1.9232788247655528,8256,True
16,train,11,-626.4155754753302,-1.2139836734018028,516,516,1647.1779593534247,-0.4884072532371957,0.014384117305942978,0.007191911659225128,0.00719220564491296,1.5013615454352178,8772,True
17,train,12,-635.3546883649547,-1.2313075355909975,516,516,1535.238566672155,-0.4910623215196669,0.012482412860642165,0.0062394862910624335,0.006242926571384621,1.360503587611886,9288,True
18,train,13,-663.250926584587,-1.2853700127608274,516,516,1714.5750015613644,-0.4901938901622166,0.017099614964451556,0.008549550099680994,0.00855006486477056,1.4599126159220703,9804,True
19,train,14,-496.3275050876848,-0.9618750098598543,516,516,1710.4237437285194,-0.4900729640625244,0.022787930871641566,0.011393015785503757,0.011394915087942699,1.6442307675069616,10320,True
20,train,15,-661.7788064344894,-1.2825170667335066,516,516,2244.0283908696138,-0.49254625746908115,0.01940239362721873,0.009701196813609364,0.009701196813609364,1.421030268188595,10836,True
21,train,16,-806.9959721884153,-1.5639456825356886,516,516,2348.7839566016382,-0.4952871958299201,0.016905755078051844,0.008452749379293257,0.008453005698758589,1.200291558291561,11352,True
22,train,17,-621.8042709968805,-1.2050470368156598,516,516,2440.839621255564,-0.49490149856306787,0.0184513223465792,0.0092256611732896,0.0092256611732896,1.055980129759441,11868,True
23,train,18,-786.9217283021891,-1.5250421091127695,516,516,2208.209487205328,-0.49465248600919115,0.020332900072671762,0.010166450036335881,0.010166450036335881,1.0572613583978756,12384,True
24,train,19,-640.940538787275,-1.2421328271071221,516,516,3338.993730057118,-0.49257075012654294,0.022736992795280245,0.011368421249293773,0.011368571545986472,1.1341636848542118,12900,True
25,train,20,-646.838201905245,-1.2535624067931104,516,516,2516.326339662537,-0.4921119005758633,0.019673353662107918,0.009836676831053959,0.009836676831053959,1.2390935501849005,13416,True
26,train,21,-492.3830391476541,-0.9542306960225854,516,516,2835.0537499716115,-0.49013843081256214,0.023040618234884368,0.011520309117442184,0.011520309117442184,1.5211308055607848,13932,True
27,train,22,-502.0747254800444,-0.973013033876055,516,516,2607.927863187568,-0.49188099605168484,0.019342172871950235,0.009671086435975118,0.009671086435975118,1.7582449316978455,14448,True
28,train,23,-354.4114093167172,-0.6868438165052659,516,516,3438.3657059780385,-0.49338366587956745,0.018624313246068912,0.009312156623034456,0.009312156623034456,1.603273133205813,14964,True
29,train,24,-642.3162489245245,-1.2447989320242723,516,516,3198.015982576119,-0.4961064891066662,0.019055609916185223,0.009527804958092611,0.009527804958092611,1.3237548766210097,15480,True
30,train,25,-488.8563501123029,-0.9473960273494242,516,516,5758.019942527593,-0.4981573874405188,0.018014249409902698,0.009007124704951349,0.009007124704951349,1.0036729187235351,15996,True
31,train,26,-676.6047644408851,-1.3112495434900875,516,516,5127.234079405319,-0.4991869324630545,0.020922547468893923,0.010461201527166765,0.010461345941727158,0.7711238338965778,16512,True
32,train,27,-654.6699341740622,-1.2687401825078723,516,516,3224.4379288429436,-0.4979615113878435,0.020926015072523854,0.010463007536261927,0.010463007536261927,0.6531200891779375,17028,True
33,train,28,-817.2977427341702,-1.583910354135989,516,516,5330.399926769641,-0.4977824511223061,0.020031284648282525,0.010015642324141262,0.010015642324141262,0.5925077830636224,17544,True
34,train,29,-812.695661812728,-1.5749915926603255,516,516,7558.224117072054,-0.4985759391687637,0.019071547831625266,0.009535773915812633,0.009535773915812633,0.5358595473821773,18060,True
35,train,30,-658.7366773288672,-1.2766214676916032,516,516,2311.6378691325817,-0.4947457461394081,0.02272800650888,0.01136400325444,0.01136400325444,0.5752147309077803,18576,True
36,train,31,-825.0418560390017,-1.59891832565698,516,516,8224.217467788578,-0.4937202160557111,0.020442643312939494,0.010221321656469747,0.010221321656469747,0.760926889125691,19092,True
37,train,32,-632.5062658758781,-1.225787336968756,516,516,4143.745066561441,-0.4935508055626884,0.02108144775112412,0.01054072387556206,0.01054072387556206,0.9468478001365366,19608,True
38,train,33,-792.1974839066546,-1.5352664416795632,516,516,5405.217921441839,-0.4932176181396773,0.019891573900407425,0.009945786950203712,0.009945786950203712,1.162458221579707,20124,True
39,train,34,-648.5377190978379,-1.2568560447632517,516,516,6096.907028996668,-0.49420268706573073,0.01923452990035736,0.00961726495017868,0.00961726495017868,1.1934145069861597,20640,True
40,train,35,-482.6825339326088,-0.9354312673112574,516,516,7598.521053373352,-0.4936010343159816,0.01987889441914221,0.009939447209571106,0.009939447209571106,1.1722402623457502,21156,True
41,train,36,-641.1323482150775,-1.2425045508044137,516,516,2743.5712503241016,-0.4930928879121477,0.02003284337724624,0.01001642168862312,0.01001642168862312,1.2725850486940191,21672,True
42,train,37,-518.6282467843655,-1.0050935015200881,516,516,3074.4254750392233,-0.4924498745059782,0.020794282347873547,0.010397141173936773,0.010397141173936773,1.3749779194824456,22188,True
43,train,38,-644.4135190557394,-1.2488634090227506,516,516,4104.330813651861,-0.4922355025313621,0.019619887446544255,0.009809943723272128,0.009809943723272128,1.510927178600962,22704,True
44,train,39,-644.8624541261614,-1.249733438228995,516,516,5382.589966116026,-0.4930159137114998,0.019930308357119387,0.009965154178559693,0.009965154178559693,1.5013348693533461,23220,True
45,train,40,-662.9222062330321,-1.2847329578159536,516,516,5492.886766773786,-0.4943749876909478,0.01886106445002839,0.009430532225014195,0.009430532225014195,1.3399818310903948,23736,True
46,train,41,-493.226062760707,-0.9558644627145485,516,516,3431.645038368166,-0.49451123039389766,0.018854613870728846,0.009427306935364423,0.009427306935364423,1.2249826830486918,24252,True
47,train,42,-668.6829546974951,-1.2958971990261534,516,516,3759.371134070463,-0.49508204732754435,0.020447275487619432,0.010223637743809716,0.010223637743809716,1.0714591965656872,24768,True
48,train,43,-485.06339811787956,-0.9400453451896891,516,516,3169.4272261774818,-0.4947326896033546,0.020244294252289935,0.010122147126144967,0.010122147126144967,0.9872593626726506,25284,True
49,train,44,-651.3850122398604,-1.2623740547284117,516,516,3921.197955552922,-0.4949700071714645,0.01884029252461858,0.00942014626230929,0.00942014626230929,0.9399552776138912,25800,True
50,train,45,-670.7635948834513,-1.299929447448549,516,516,3662.6992973948636,-0.4938789460548135,0.020679930385649782,0.010339965192824891,0.010339965192824891,0.9045837010986121,26316,True
51,train,46,-650.9382600344517,-1.2615082558807202,516,516,2756.6056258327276,-0.492608989220719,0.019634662701408994,0.00981649183559903,0.009818170867614853,0.9471197213775427,26832,True
52,train,47,-677.1755930550003,-1.3123558004941867,516,516,2168.756933981134,-0.49223786817733634,0.020033748522617443,0.010016874261308721,0.010016874261308721,0.8562843941671904,27348,True
53,train,48,-663.0160776040558,-1.2849148790776275,516,516,1626.631446498309,-0.4902333233707635,0.022575140268318066,0.011287570134159033,0.011287570134159033,0.8163574605949165,27864,True
54,train,49,-512.5534592193668,-0.9933206574018737,516,516,5348.3916545173,-0.4897676006883614,0.019350892597946607,0.009675446298973303,0.009675446298973303,0.9186229046232016,28380,True
55,eval,0,-510.4052375623179,-0.989157437136275,516,0,nan,nan,nan,nan,nan,nan,0,False
56,eval,1,-510.4052375623179,-0.989157437136275,516,0,nan,nan,nan,nan,nan,nan,0,False
