global_idx,phase,episode_idx,episode_return,avg_reward,steps,n_train_updates,q_loss_mean,pi_loss_mean,kl_mean,kl_mu_mean,kl_sigma_mean,eta_mean,buffer_size,in_exploration
47,train,42,20.175153593359504,0.03909913487085175,516,516,79.47383167946985,-137.4784974830095,nan,nan,nan,nan,24768,True
48,train,43,-11.404282771921938,-0.022101323201399105,516,516,75.99119048894838,-131.94562095819518,nan,nan,nan,nan,25284,True
49,train,44,24.036840186850196,0.04658302361792674,516,516,72.91637586253557,-128.18517303466797,nan,nan,nan,nan,25800,True
50,train,45,-28.772449076514835,-0.055760560225803946,516,516,70.30214480466621,-123.35720079998637,nan,nan,nan,nan,26316,True
51,train,46,-6.26672664883281,-0.01214481908688529,516,516,65.36186816341193,-118.78538776368134,nan,nan,nan,nan,26832,True
52,train,47,-3.594002369229667,-0.00696512087060013,516,516,70.2241322643073,-113.64501315863558,nan,nan,nan,nan,27348,True
53,train,48,-36.018163060240575,-0.06980264158961352,516,516,62.41304135877033,-108.96490326223447,nan,nan,nan,nan,27864,True
54,train,49,104.71433255275025,0.2029347530092059,516,516,61.89572167581366,-105.0661471758702,nan,nan,nan,nan,28380,True
55,eval,0,32.411446828985376,0.06281288145152204,516,0,nan,nan,nan,nan,nan,nan,0,False
56,eval,1,32.411446828985376,0.06281288145152204,516,0,nan,nan,nan,nan,nan,nan,0,False
